timestamp,while_listening,genres, languages,feelings,hours_per_day, platform,productivity_time,social_circle,sleep,life_satisfaction
2025/11/15 7:03:03 pm GMT+5:30,Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional,English songs,More energetic;More emotional,less than 1,My own collection (downloaded songs),It varies / Iam not sure,More than 3,5- 6 hours,5
2025/11/15 8:14:47 pm GMT+5:30,Studying;Working out;Traveling,Old Bollywood;New Bollywood songs;Love / Romantic;Pop,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,less than 1,Spotify,It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/15 9:20:25 pm GMT+5:30,Studying;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;Indie;Rock / Phonk /Hip-hop;Pop,Hindi/Punjabi;Japanese/Korean Song;English songs,More energetic;Relaxed and calm,1-3 hours,My own collection (downloaded songs),Morning,2-3 close friends,7-8 hours ,4
2025/11/15 10:31:09 pm GMT+5:30,Working out;Traveling,New Bollywood songs;Love / Romantic;Sad / Emotional,Hindi/Punjabi,More energetic;Relaxed and calm,less than 1,YouTube Music,Late night (Night owl),2-3 close friends,5- 6 hours,7
2025/11/15 11:43:22 pm GMT+5:30,Studying;Bathing;Doing chores(Daily tasks),Old Bollywood;Sad / Emotional;Gazal/sufi,Hindi/Punjabi;English songs,More emotional;Relaxed and calm,more than 5,YouTube Music,It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/16 12:50:06 am GMT+5:30,Working out;Traveling;Doing chores(Daily tasks),Rock / Phonk /Hip-hop,English songs,More energetic;Relaxed and calm,3-5 hours,Apple Music,Late night (Night owl),More than 3,5- 6 hours,7
2025/11/16 1:58:34 am GMT+5:30,Studying;Doing chores(Daily tasks),Gazal/sufi,Hindi/Punjabi,Relaxed and calm,less than 1,My own collection (downloaded songs),Evening,2-3 close friends,7-8 hours ,7
2025/11/16 3:04:19 am GMT+5:30,Working out;Traveling;Doing chores(Daily tasks),Devotional / Spiritual,Hindi/Punjabi,Relaxed and calm,less than 1,Apple Music,It varies / Iam not sure,2-3 close friends,7-8 hours ,9
2025/11/16 4:15:27 am GMT+5:30,Studying;Sleeping/ Relaxing,Instrumental,Hindi/Punjabi,Relaxed and calm,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,5
2025/11/16 5:22:01 am GMT+5:30,Studying;Eating;Working out;Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Love / Romantic,Hindi/Punjabi;English songs,Relaxed and calm;Focused;No specific change,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,6
2025/11/16 6:33:48 am GMT+5:30,Studying;Working out;Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs;Indie;Instrumental;Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional;Devotional / Spiritual,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,3-5 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,6
2025/11/16 7:45:03 am GMT+5:30,Studying;Working out;Traveling,Indie;New Bollywood songs,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,1-3 hours,YouTube Music,Morning,2-3 close friends,5- 6 hours,6
2025/11/16 8:50:41 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing,Old Bollywood;Indie,Hindi/Punjabi;English songs,More energetic;Relaxed and calm;Focused,1-3 hours,Spotify,Evening,Just Me(Lonewolf),8+ hours,10
